index,coordx,coordz
0,50.0,50.0
1,100.0,50.0
2,150.0,50.0
3,200.0,50.0
4,250.0,50.0
5,300.0,50.0
6,350.0,50.0
7,400.0,50.0
8,450.0,50.0
9,500.0,50.0
10,550.0,50.0
11,600.0,50.0
12,650.0,50.0
13,700.0,50.0
14,750.0,50.0
15,800.0,50.0
16,850.0,50.0
17,900.0,50.0
18,950.0,50.0
19,1000.0,50.0
20,1050.0,50.0
