index,coordx,coordz
367,17350.0,10.0
368,17375.0,10.0
369,17400.0,10.0
370,17425.0,10.0
371,17450.0,10.0
372,17475.0,10.0
373,17500.0,10.0
374,17525.0,10.0
375,17550.0,10.0
376,17575.0,10.0
377,17600.0,10.0
378,17625.0,10.0
379,17650.0,10.0
380,17675.0,10.0
381,17700.0,10.0
382,17725.0,10.0
383,17750.0,10.0
384,17775.0,10.0
385,17800.0,10.0
386,17825.0,10.0
387,17850.0,10.0
388,17875.0,10.0
389,17900.0,10.0
390,17925.0,10.0
391,17950.0,10.0
392,17975.0,10.0
393,18000.0,10.0
394,18025.0,10.0
395,18050.0,10.0
396,18075.0,10.0
397,18100.0,10.0
398,18125.0,10.0
399,18150.0,10.0
400,18175.0,10.0
401,18200.0,10.0
402,18225.0,10.0
403,18250.0,10.0
404,18275.0,10.0
405,18300.0,10.0
406,18325.0,10.0
407,18350.0,10.0
408,18375.0,10.0
409,18400.0,10.0
410,18425.0,10.0
411,18450.0,10.0
412,18475.0,10.0
413,18500.0,10.0
414,18525.0,10.0
415,18550.0,10.0
416,18575.0,10.0
417,18600.0,10.0
418,18625.0,10.0
419,18650.0,10.0
420,18675.0,10.0
421,18700.0,10.0
422,18725.0,10.0
423,18750.0,10.0
424,18775.0,10.0
425,18800.0,10.0
426,18825.0,10.0
427,18850.0,10.0
428,18875.0,10.0
429,18900.0,10.0
430,18925.0,10.0
431,18950.0,10.0
432,18975.0,10.0
433,19000.0,10.0
434,19025.0,10.0
435,19050.0,10.0
436,19075.0,10.0
437,19100.0,10.0
438,19125.0,10.0
439,19150.0,10.0
440,19175.0,10.0
441,19200.0,10.0
442,19225.0,10.0
443,19250.0,10.0
444,19275.0,10.0
445,19300.0,10.0
446,19325.0,10.0
447,19350.0,10.0
448,19375.0,10.0
449,19400.0,10.0
450,19425.0,10.0
451,19450.0,10.0
452,19475.0,10.0
453,19500.0,10.0
454,19525.0,10.0
455,19550.0,10.0
456,19575.0,10.0
457,19600.0,10.0
458,19625.0,10.0
459,19650.0,10.0
460,19675.0,10.0
461,19700.0,10.0
462,19725.0,10.0
463,19750.0,10.0
464,19775.0,10.0
465,19800.0,10.0
466,19825.0,10.0
467,19850.0,10.0
468,19875.0,10.0
469,19900.0,10.0
470,19925.0,10.0
471,19950.0,10.0
472,19975.0,10.0
473,20000.0,10.0
474,20025.0,10.0
475,20050.0,10.0
476,20075.0,10.0
477,20100.0,10.0
478,20125.0,10.0
479,20150.0,10.0
480,20175.0,10.0
481,20200.0,10.0
482,20225.0,10.0
483,20250.0,10.0
484,20275.0,10.0
485,20300.0,10.0
486,20325.0,10.0
487,20350.0,10.0
488,20375.0,10.0
489,20400.0,10.0
490,20425.0,10.0
491,20450.0,10.0
492,20475.0,10.0
493,20500.0,10.0
494,20525.0,10.0
495,20550.0,10.0
496,20575.0,10.0
497,20600.0,10.0
498,20625.0,10.0
499,20650.0,10.0
500,20675.0,10.0
501,20700.0,10.0
502,20725.0,10.0
503,20750.0,10.0
504,20775.0,10.0
505,20800.0,10.0
506,20825.0,10.0
507,20850.0,10.0
508,20875.0,10.0
509,20900.0,10.0
510,20925.0,10.0
511,20950.0,10.0
512,20975.0,10.0
513,21000.0,10.0
514,21025.0,10.0
515,21050.0,10.0
516,21075.0,10.0
517,21100.0,10.0
518,21125.0,10.0
519,21150.0,10.0
520,21175.0,10.0
521,21200.0,10.0
522,21225.0,10.0
523,21250.0,10.0
524,21275.0,10.0
525,21300.0,10.0
526,21325.0,10.0
527,21350.0,10.0
528,21375.0,10.0
529,21400.0,10.0
530,21425.0,10.0
531,21450.0,10.0
532,21475.0,10.0
533,21500.0,10.0
534,21525.0,10.0
535,21550.0,10.0
536,21575.0,10.0
537,21600.0,10.0
538,21625.0,10.0
539,21650.0,10.0
540,21675.0,10.0
541,21700.0,10.0
542,21725.0,10.0
543,21750.0,10.0
544,21775.0,10.0
545,21800.0,10.0
546,21825.0,10.0
547,21850.0,10.0
548,21875.0,10.0
549,21900.0,10.0
550,21925.0,10.0
551,21950.0,10.0
552,21975.0,10.0
553,22000.0,10.0
554,22025.0,10.0
555,22050.0,10.0
556,22075.0,10.0
557,22100.0,10.0
558,22125.0,10.0
559,22150.0,10.0
560,22175.0,10.0
561,22200.0,10.0
562,22225.0,10.0
563,22250.0,10.0
564,22275.0,10.0
565,22300.0,10.0
566,22325.0,10.0
567,22350.0,10.0
568,22375.0,10.0
569,22400.0,10.0
570,22425.0,10.0
571,22450.0,10.0
572,22475.0,10.0
573,22500.0,10.0
574,22525.0,10.0
575,22550.0,10.0
576,22575.0,10.0
577,22600.0,10.0
578,22625.0,10.0
579,22650.0,10.0
580,22675.0,10.0
581,22700.0,10.0
582,22725.0,10.0
583,22750.0,10.0
584,22775.0,10.0
585,22800.0,10.0
586,22825.0,10.0
587,22850.0,10.0
588,22875.0,10.0
589,22900.0,10.0
590,22925.0,10.0
591,22950.0,10.0
592,22975.0,10.0
593,23000.0,10.0
594,23025.0,10.0
595,23050.0,10.0
596,23075.0,10.0
597,23100.0,10.0
598,23125.0,10.0
599,23150.0,10.0
600,23175.0,10.0
601,23200.0,10.0
602,23225.0,10.0
603,23250.0,10.0
604,23275.0,10.0
605,23300.0,10.0
606,23325.0,10.0
607,23350.0,10.0
608,23375.0,10.0
609,23400.0,10.0
610,23425.0,10.0
611,23450.0,10.0
612,23475.0,10.0
613,23500.0,10.0
614,23525.0,10.0
615,23550.0,10.0
616,23575.0,10.0
617,23600.0,10.0
618,23625.0,10.0
619,23650.0,10.0
620,23675.0,10.0
621,23700.0,10.0
622,23725.0,10.0
623,23750.0,10.0
624,23775.0,10.0
625,23800.0,10.0
626,23825.0,10.0
627,23850.0,10.0
628,23875.0,10.0
629,23900.0,10.0
630,23925.0,10.0
631,23950.0,10.0
632,23975.0,10.0
633,24000.0,10.0
634,24025.0,10.0
635,24050.0,10.0
636,24075.0,10.0
637,24100.0,10.0
638,24125.0,10.0
639,24150.0,10.0
640,24175.0,10.0
641,24200.0,10.0
642,24225.0,10.0
643,24250.0,10.0
644,24275.0,10.0
645,24300.0,10.0
646,24325.0,10.0
647,24350.0,10.0
648,24375.0,10.0
649,24400.0,10.0
650,24425.0,10.0
651,24450.0,10.0
652,24475.0,10.0
653,24500.0,10.0
654,24525.0,10.0
655,24550.0,10.0
656,24575.0,10.0
657,24600.0,10.0
658,24625.0,10.0
659,24650.0,10.0
660,24675.0,10.0
661,24700.0,10.0
662,24725.0,10.0
663,24750.0,10.0
664,24775.0,10.0
665,24800.0,10.0
666,24825.0,10.0
667,24850.0,10.0
668,24875.0,10.0
669,24900.0,10.0
670,24925.0,10.0
671,24950.0,10.0
672,24975.0,10.0
673,25000.0,10.0
