index,coordx,coordz
0,0.0,50.0
1,9.966777408637874,50.0
2,19.93355481727575,50.0
3,29.900332225913623,50.0
4,39.8671096345515,50.0
5,49.83388704318937,50.0
6,59.800664451827245,50.0
7,69.76744186046511,50.0
8,79.734219269103,50.0
9,89.70099667774087,50.0
10,99.66777408637874,50.0
11,109.63455149501661,50.0
12,119.60132890365449,50.0
13,129.56810631229237,50.0
14,139.53488372093022,50.0
15,149.5016611295681,50.0
16,159.468438538206,50.0
17,169.43521594684387,50.0
18,179.40199335548175,50.0
19,189.3687707641196,50.0
20,199.33554817275748,50.0
21,209.30232558139537,50.0
22,219.26910299003322,50.0
23,229.2358803986711,50.0
24,239.20265780730898,50.0
25,249.16943521594686,50.0
26,259.13621262458474,50.0
27,269.1029900332226,50.0
28,279.06976744186045,50.0
29,289.03654485049833,50.0
30,299.0033222591362,50.0
31,308.9700996677741,50.0
32,318.936877076412,50.0
33,328.90365448504986,50.0
34,338.87043189368774,50.0
35,348.8372093023256,50.0
36,358.8039867109635,50.0
37,368.7707641196013,50.0
38,378.7375415282392,50.0
39,388.7043189368771,50.0
40,398.67109634551497,50.0
41,408.63787375415285,50.0
42,418.60465116279073,50.0
43,428.5714285714286,50.0
44,438.53820598006644,50.0
45,448.5049833887043,50.0
46,458.4717607973422,50.0
47,468.4385382059801,50.0
48,478.40531561461796,50.0
49,488.37209302325584,50.0
50,498.3388704318937,50.0
51,508.3056478405316,50.0
52,518.2724252491695,50.0
53,528.2392026578074,50.0
54,538.2059800664452,50.0
55,548.1727574750831,50.0
56,558.1395348837209,50.0
57,568.1063122923588,50.0
58,578.0730897009967,50.0
59,588.0398671096345,50.0
60,598.0066445182724,50.0
61,607.9734219269103,50.0
62,617.9401993355482,50.0
63,627.9069767441861,50.0
64,637.873754152824,50.0
65,647.8405315614618,50.0
66,657.8073089700997,50.0
67,667.7740863787376,50.0
68,677.7408637873755,50.0
69,687.7076411960134,50.0
70,697.6744186046512,50.0
71,707.6411960132891,50.0
72,717.607973421927,50.0
73,727.5747508305648,50.0
74,737.5415282392026,50.0
75,747.5083056478405,50.0
76,757.4750830564784,50.0
77,767.4418604651163,50.0
78,777.4086378737542,50.0
79,787.375415282392,50.0
80,797.3421926910299,50.0
81,807.3089700996678,50.0
82,817.2757475083057,50.0
83,827.2425249169436,50.0
84,837.2093023255815,50.0
85,847.1760797342193,50.0
86,857.1428571428572,50.0
87,867.1096345514951,50.0
88,877.0764119601329,50.0
89,887.0431893687708,50.0
90,897.0099667774086,50.0
91,906.9767441860465,50.0
92,916.9435215946844,50.0
93,926.9102990033223,50.0
94,936.8770764119602,50.0
95,946.843853820598,50.0
96,956.8106312292359,50.0
97,966.7774086378738,50.0
98,976.7441860465117,50.0
99,986.7109634551496,50.0
100,996.6777408637874,50.0
101,1006.6445182724253,50.0
102,1016.6112956810632,50.0
103,1026.578073089701,50.0
104,1036.544850498339,50.0
105,1046.5116279069769,50.0
106,1056.4784053156147,50.0
107,1066.4451827242526,50.0
108,1076.4119601328905,50.0
109,1086.3787375415284,50.0
110,1096.3455149501663,50.0
111,1106.3122923588041,50.0
112,1116.2790697674418,50.0
113,1126.2458471760797,50.0
114,1136.2126245847176,50.0
115,1146.1794019933554,50.0
116,1156.1461794019933,50.0
117,1166.1129568106312,50.0
118,1176.079734219269,50.0
119,1186.046511627907,50.0
120,1196.0132890365448,50.0
121,1205.9800664451827,50.0
122,1215.9468438538206,50.0
123,1225.9136212624585,50.0
124,1235.8803986710964,50.0
125,1245.8471760797343,50.0
126,1255.8139534883721,50.0
127,1265.78073089701,50.0
128,1275.747508305648,50.0
129,1285.7142857142858,50.0
130,1295.6810631229237,50.0
131,1305.6478405315615,50.0
132,1315.6146179401994,50.0
133,1325.5813953488373,50.0
134,1335.5481727574752,50.0
135,1345.514950166113,50.0
136,1355.481727574751,50.0
137,1365.4485049833888,50.0
138,1375.4152823920267,50.0
139,1385.3820598006646,50.0
140,1395.3488372093025,50.0
141,1405.3156146179404,50.0
142,1415.2823920265782,50.0
143,1425.2491694352161,50.0
144,1435.215946843854,50.0
145,1445.1827242524917,50.0
146,1455.1495016611295,50.0
147,1465.1162790697674,50.0
148,1475.0830564784053,50.0
149,1485.0498338870432,50.0
150,1495.016611295681,50.0
151,1504.983388704319,50.0
152,1514.9501661129568,50.0
153,1524.9169435215947,50.0
154,1534.8837209302326,50.0
155,1544.8504983388705,50.0
156,1554.8172757475083,50.0
157,1564.7840531561462,50.0
158,1574.750830564784,50.0
159,1584.717607973422,50.0
160,1594.6843853820599,50.0
161,1604.6511627906978,50.0
162,1614.6179401993356,50.0
163,1624.5847176079735,50.0
164,1634.5514950166114,50.0
165,1644.5182724252493,50.0
166,1654.4850498338872,50.0
167,1664.451827242525,50.0
168,1674.418604651163,50.0
169,1684.3853820598008,50.0
170,1694.3521594684387,50.0
171,1704.3189368770766,50.0
172,1714.2857142857144,50.0
173,1724.2524916943523,50.0
174,1734.2192691029902,50.0
175,1744.186046511628,50.0
176,1754.1528239202657,50.0
177,1764.1196013289036,50.0
178,1774.0863787375415,50.0
179,1784.0531561461794,50.0
180,1794.0199335548173,50.0
181,1803.9867109634552,50.0
182,1813.953488372093,50.0
183,1823.920265780731,50.0
184,1833.8870431893688,50.0
185,1843.8538205980067,50.0
186,1853.8205980066446,50.0
187,1863.7873754152824,50.0
188,1873.7541528239203,50.0
189,1883.7209302325582,50.0
190,1893.687707641196,50.0
191,1903.654485049834,50.0
192,1913.6212624584718,50.0
193,1923.5880398671097,50.0
194,1933.5548172757476,50.0
195,1943.5215946843855,50.0
196,1953.4883720930234,50.0
197,1963.4551495016613,50.0
198,1973.4219269102991,50.0
199,1983.388704318937,50.0
200,1993.355481727575,50.0
201,2003.3222591362128,50.0
202,2013.2890365448507,50.0
203,2023.2558139534885,50.0
204,2033.2225913621264,50.0
205,2043.1893687707643,50.0
206,2053.156146179402,50.0
207,2063.12292358804,50.0
208,2073.089700996678,50.0
209,2083.056478405316,50.0
210,2093.0232558139537,50.0
211,2102.9900332225916,50.0
212,2112.9568106312295,50.0
213,2122.9235880398674,50.0
214,2132.8903654485052,50.0
215,2142.857142857143,50.0
216,2152.823920265781,50.0
217,2162.790697674419,50.0
218,2172.7574750830568,50.0
219,2182.7242524916946,50.0
220,2192.6910299003325,50.0
221,2202.6578073089704,50.0
222,2212.6245847176083,50.0
223,2222.591362126246,50.0
224,2232.5581395348836,50.0
225,2242.5249169435215,50.0
226,2252.4916943521594,50.0
227,2262.4584717607972,50.0
228,2272.425249169435,50.0
229,2282.392026578073,50.0
230,2292.358803986711,50.0
231,2302.3255813953488,50.0
232,2312.2923588039866,50.0
233,2322.2591362126245,50.0
234,2332.2259136212624,50.0
235,2342.1926910299003,50.0
236,2352.159468438538,50.0
237,2362.126245847176,50.0
238,2372.093023255814,50.0
239,2382.059800664452,50.0
240,2392.0265780730897,50.0
241,2401.9933554817276,50.0
242,2411.9601328903655,50.0
243,2421.9269102990033,50.0
244,2431.893687707641,50.0
245,2441.860465116279,50.0
246,2451.827242524917,50.0
247,2461.794019933555,50.0
248,2471.7607973421927,50.0
249,2481.7275747508306,50.0
250,2491.6943521594685,50.0
251,2501.6611295681064,50.0
252,2511.6279069767443,50.0
253,2521.594684385382,50.0
254,2531.56146179402,50.0
255,2541.528239202658,50.0
256,2551.495016611296,50.0
257,2561.4617940199337,50.0
258,2571.4285714285716,50.0
259,2581.3953488372094,50.0
260,2591.3621262458473,50.0
261,2601.328903654485,50.0
262,2611.295681063123,50.0
263,2621.262458471761,50.0
264,2631.229235880399,50.0
265,2641.1960132890367,50.0
266,2651.1627906976746,50.0
267,2661.1295681063125,50.0
268,2671.0963455149504,50.0
269,2681.0631229235883,50.0
270,2691.029900332226,50.0
271,2700.996677740864,50.0
272,2710.963455149502,50.0
273,2720.93023255814,50.0
274,2730.8970099667777,50.0
275,2740.8637873754155,50.0
276,2750.8305647840534,50.0
277,2760.7973421926913,50.0
278,2770.764119601329,50.0
279,2780.730897009967,50.0
280,2790.697674418605,50.0
281,2800.664451827243,50.0
282,2810.6312292358807,50.0
283,2820.5980066445186,50.0
284,2830.5647840531565,50.0
285,2840.5315614617944,50.0
286,2850.4983388704322,50.0
287,2860.46511627907,50.0
288,2870.431893687708,50.0
289,2880.3986710963454,50.0
290,2890.3654485049833,50.0
291,2900.332225913621,50.0
292,2910.299003322259,50.0
293,2920.265780730897,50.0
294,2930.232558139535,50.0
295,2940.1993355481727,50.0
296,2950.1661129568106,50.0
297,2960.1328903654485,50.0
298,2970.0996677740864,50.0
299,2980.0664451827242,50.0
300,2990.033222591362,50.0
